Time,S,E,I,R
13.983355163884244,688.0,92.0,98.0,0.0
13.988037404995872,688.0,91.0,99.0,0.0
13.992085988545234,688.0,91.0,98.0,0.0
14.117549844189998,687.0,92.0,98.0,0.0
14.133050647428835,686.0,93.0,98.0,0.0
14.138420834136191,685.0,94.0,98.0,0.0
14.19839954976988,685.0,93.0,99.0,0.0
14.207024598196584,685.0,92.0,100.0,0.0
14.234977337969505,685.0,92.0,99.0,0.0
14.23839986689665,685.0,91.0,100.0,0.0
14.269808955474236,685.0,91.0,99.0,0.0
14.293888258869165,685.0,91.0,98.0,0.0
14.317529309734358,685.0,90.0,99.0,0.0
14.321464829157529,685.0,90.0,98.0,0.0
14.34827365773768,685.0,89.0,99.0,0.0
14.35218484309687,684.0,90.0,99.0,0.0
14.352668610264011,684.0,89.0,100.0,0.0
14.38321516393973,683.0,90.0,100.0,0.0
14.42437430623871,683.0,90.0,99.0,0.0
14.426604489008287,683.0,90.0,98.0,0.0
14.464538609875545,683.0,90.0,97.0,0.0
14.476122375801436,682.0,91.0,97.0,0.0
14.519006296583814,681.0,92.0,97.0,0.0
